Wahlkreis-Bez;AGS;Landname;Gemeindename;CDU/CSU;SPD;AFD;FDP;DIE LINKE;GRÜNE;Sieger
Uckermark – Barnim I;12060192;Brandenburg;Rüdnitz;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060250;Brandenburg;Sydower Fließ;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060012;Brandenburg;Althüttendorf;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060068;Brandenburg;Friedrichswalde;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060100;Brandenburg;Joachimsthal, Stadt;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060296;Brandenburg;Ziethen;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060036;Brandenburg;Britz;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060045;Brandenburg;Chorin;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060092;Brandenburg;Hohenfinow;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060128;Brandenburg;Liepe;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060149;Brandenburg;Lunow-Stolzenhagen;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060172;Brandenburg;Niederfinow;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060176;Brandenburg;Oderberg, Stadt;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12060185;Brandenburg;Parsteinsee;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073008;Brandenburg;Angermünde, Stadt;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073069;Brandenburg;Boitzenburger Land;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073384;Brandenburg;Lychen, Stadt;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073429;Brandenburg;Nordwestuckermark;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073452;Brandenburg;Prenzlau, Stadt;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073572;Brandenburg;Templin, Stadt;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073579;Brandenburg;Uckerland;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073440;Brandenburg;Pinnow;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073532;Brandenburg;Schwedt/Oder, Stadt;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073085;Brandenburg;Brüssow, Stadt;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073093;Brandenburg;Carmzow-Wallmow;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073216;Brandenburg;Göritz;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073490;Brandenburg;Schenkenberg;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073520;Brandenburg;Schönfeld;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073097;Brandenburg;Casekow;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073189;Brandenburg;Gartz (Oder), Stadt;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073309;Brandenburg;Hohenselchow-Groß Pinnow;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073393;Brandenburg;Mescherin;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073565;Brandenburg;Tantow;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073157;Brandenburg;Flieth-Stegelitz;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073201;Brandenburg;Gerswalde;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073396;Brandenburg;Milmersdorf;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073404;Brandenburg;Mittenwalde;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073569;Brandenburg;Temmen-Ringenwalde;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073225;Brandenburg;Gramzow;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073261;Brandenburg;Grünow;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073430;Brandenburg;Oberuckersee;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073458;Brandenburg;Randowtal;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073578;Brandenburg;Uckerfelde;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Uckermark – Barnim I;12073645;Brandenburg;Zichow;0,241428432;0,257062044;0,103874742;0,11428072;0,048724462;0,147184566;SPD
Oberhavel – Havelland II;12063036;Brandenburg;Brieselang;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12063056;Brandenburg;Dallgow-Döberitz;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12063080;Brandenburg;Falkensee, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12063148;Brandenburg;Ketzin/Havel, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12063273;Brandenburg;Schönwalde-Glien;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12063357;Brandenburg;Wustermark;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065036;Brandenburg;Birkenwerder;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065084;Brandenburg;Fürstenberg/Havel, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065096;Brandenburg;Glienicke/Nordbahn;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065136;Brandenburg;Hennigsdorf, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065144;Brandenburg;Hohen Neuendorf, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065165;Brandenburg;Kremmen, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065180;Brandenburg;Leegebruch;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065193;Brandenburg;Liebenwalde, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065198;Brandenburg;Löwenberger Land;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065225;Brandenburg;Mühlenbecker Land;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065251;Brandenburg;Oberkrämer;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065256;Brandenburg;Oranienburg, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065332;Brandenburg;Velten, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065356;Brandenburg;Zehdenick, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065100;Brandenburg;Gransee, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065117;Brandenburg;Großwoltersdorf;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065276;Brandenburg;Schönermark;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065301;Brandenburg;Sonnenberg;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Oberhavel – Havelland II;12065310;Brandenburg;Stechlin;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12060005;Brandenburg;Ahrensfelde;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12060020;Brandenburg;Bernau bei Berlin, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12060181;Brandenburg;Panketal;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12060280;Brandenburg;Werneuchen, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064029;Brandenburg;Altlandsberg, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064044;Brandenburg;Bad Freienwalde (Oder), Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064136;Brandenburg;Fredersdorf-Vogelsdorf;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064227;Brandenburg;Hoppegarten;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064274;Brandenburg;Letschin;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064317;Brandenburg;Müncheberg, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064336;Brandenburg;Neuenhagen bei Berlin;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064380;Brandenburg;Petershagen/Eggersdorf;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064428;Brandenburg;Rüdersdorf bei Berlin;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064448;Brandenburg;Seelow, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064472;Brandenburg;Strausberg, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064512;Brandenburg;Wriezen, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064053;Brandenburg;Beiersdorf-Freudenberg;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064125;Brandenburg;Falkenberg;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064205;Brandenburg;Heckelberg-Brunow;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064222;Brandenburg;Höhenland;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064009;Brandenburg;Alt Tucheband;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064057;Brandenburg;Bleyen-Genschmar;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064172;Brandenburg;Golzow;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064266;Brandenburg;Küstriner Vorland;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064538;Brandenburg;Zechin;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064268;Brandenburg;Lebus, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064388;Brandenburg;Podelzig;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064420;Brandenburg;Reitwein;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064480;Brandenburg;Treplin;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064539;Brandenburg;Zeschdorf;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064084;Brandenburg;Buckow (Märkische Schweiz), Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064153;Brandenburg;Garzau-Garzin;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064303;Brandenburg;Märkische Höhe;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064370;Brandenburg;Oberbarnim;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064408;Brandenburg;Rehfelde;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064484;Brandenburg;Waldsieversdorf;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064128;Brandenburg;Falkenhagen (Mark);0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064130;Brandenburg;Fichtenhöhe;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064190;Brandenburg;Gusow-Platkow;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064288;Brandenburg;Lietzen;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064290;Brandenburg;Lindendorf;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064340;Brandenburg;Neuhardenberg;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064482;Brandenburg;Vierlinden;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064061;Brandenburg;Bliesdorf;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064349;Brandenburg;Neulewin;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064365;Brandenburg;Neutrebbin;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064371;Brandenburg;Oderaue;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064393;Brandenburg;Prötzel;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Märkisch-Oderland – Barnim II;12064417;Brandenburg;Reichenow-Möglin;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12051000;Brandenburg;Brandenburg an der Havel, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12063189;Brandenburg;Milower Land;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12063244;Brandenburg;Premnitz, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12063252;Brandenburg;Rathenow, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069017;Brandenburg;Beelitz, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069020;Brandenburg;Bad Belzig, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069249;Brandenburg;Groß Kreutz (Havel);#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069306;Brandenburg;Kloster Lehnin;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069596;Brandenburg;Seddiner See;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069632;Brandenburg;Treuenbrietzen, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069656;Brandenburg;Werder (Havel), Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069665;Brandenburg;Wiesenburg/Mark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069018;Brandenburg;Beetzsee;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069019;Brandenburg;Beetzseeheide;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069270;Brandenburg;Havelsee, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069460;Brandenburg;Päwesin;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069541;Brandenburg;Roskow;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069052;Brandenburg;Borkheide;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069056;Brandenburg;Borkwalde;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069076;Brandenburg;Brück, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069216;Brandenburg;Golzow;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069345;Brandenburg;Linthe;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069470;Brandenburg;Planebruch;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069402;Brandenburg;Mühlenfließ;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069448;Brandenburg;Niemegk, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069474;Brandenburg;Planetal;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069485;Brandenburg;Rabenstein/Fläming;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069028;Brandenburg;Bensdorf;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069537;Brandenburg;Rosenau;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069688;Brandenburg;Wusterwitz;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069089;Brandenburg;Buckautal;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069224;Brandenburg;Görzke;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069232;Brandenburg;Gräben;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069648;Brandenburg;Wenzlow;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069680;Brandenburg;Wollin;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12069696;Brandenburg;Ziesar, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12072169;Brandenburg;Jüterbog, Stadt;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;12072297;Brandenburg;Niedergörsdorf;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;12054000;Brandenburg;Potsdam, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;12069304;Brandenburg;Kleinmachnow;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;12069397;Brandenburg;Michendorf;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;12069454;Brandenburg;Nuthetal;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;12069590;Brandenburg;Schwielowsee;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;12069604;Brandenburg;Stahnsdorf;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;12069616;Brandenburg;Teltow, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;12072240;Brandenburg;Ludwigsfelde, Stadt;0,301379882;0,279088855;0,07146456;0,11374681;0,026533067;0,092731646;CDU/CSU
Dahme-Spreewald – Teltow-Fläming III;12061020;Brandenburg;Bestensee;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Dahme-Spreewald – Teltow-Fläming III;12061112;Brandenburg;Eichwalde;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Dahme-Spreewald – Teltow-Fläming III;12061217;Brandenburg;Heidesee;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Dahme-Spreewald – Teltow-Fläming III;12061219;Brandenburg;Heideblick;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
